Main_Topic,Câu hỏi,Trả lời
"THANH TRA, KHIẾU NẠI, TỐ CÁO, GIẢI QUYẾT TRANH CHẤP VÀ XỬ LÝ VI PHẠM VỀ BẢO HIỂM Y TẾ",Tranh chấp về BHYT là gì và cách thức giải quyết tranh chấp được quy định thế nào?,"Tranh chấp về BHYT và giải quyết tranh chấp được quy định sau (Điều 48 Luật BHYT): 1. Tranh chấp về BHYT là tranh chấp liên quan đến quyền, nghĩa vụ và trách nhiệm BHYT giữa các đối tượng sau: - Người tham gia BHYT theo quy định, người đại diện của người tham gia BHYT; - Tổ chức, cá nhân đóng BHYT theo quy định; - Tổ chức bảo hiểm y tế (BHXH); - Cơ sở khám bệnh, chữa bệnh BHYT. 2. Tranh chấp về BHYT được giải quyết như sau: - Các bên tranh chấp có trách nhiệm tự hòa giải về nội dung tranh chấp; - Trường hợp hòa giải không thành thì các bên tranh chấp có quyền khởi kiện tại Tòa án theo quy định của pháp luật."
"THANH TRA, KHIẾU NẠI, TỐ CÁO, GIẢI QUYẾT TRANH CHẤP VÀ XỬ LÝ VI PHẠM VỀ BẢO HIỂM Y TẾ",Các vi phạm về BHYT được xử lý như thế nào?,"Xử lý các vi phạm về BHYT quy định như sau (Điều 49 Luật BHYT): 1. Người nào có hành vi vi phạm các quy định của Luật BHYT và các quy định khác của pháp luật có liên quan đến BHYT thì tùy theo tính chất, mức độ vi phạm mà bị xử lý kỷ luật, xử phạt vi phạm hành chính hoặc bị truy cứu trách nhiệm hình sự, nếu gây thiệt hại thì phải bồi thường theo quy định của pháp luật. 2. Cơ quan, tổ chức, người sử dụng lao động có trách nhiệm đóng BHYT mà không đóng hoặc đóng không đầy đủ theo quy định của pháp luật thì cùng với việc phải đóng đủ số tiền chưa đóng, còn phải nộp số tiền lãi trong thời gian chậm đóng theo mức lãi suất cơ bản do Ngân hàng nhà nước công bố; nếu không thực hiện thì theo yêu cầu của người có thẩm quyền xử lý vi phạm hành chính, ngân hàng, tổ chức tín dụng khác, kho bạc nhà nước có trách nhiệm trích tiền từ tài khoản tiền gửi của người có trách nhiệm đóng BHYT để nộp số tiền chưa đóng, chậm đóng và lãi của số tiền này vào tài khoản của quỹ BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Bảo hiểm y tế là gì?,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Bảo hiểm y tế là gì?,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Cơ sở KCB BHYT ban đầu là gì?,Cơ sở KCB BHYT ban đầu là cơ sở KCB đầu tiên theo đăng ký của người tham gia BHYT và được ghi trong thẻ BHYT.
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Cơ sở KCB BHYT ban đầu là gì?,Cơ sở KCB BHYT ban đầu là cơ sở KCB đầu tiên theo đăng ký của người tham gia BHYT và được ghi trong thẻ BHYT.
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Hộ gia đình tham gia BHYT?,Hộ gia đình tham gia BHYT bao gồm toàn bộ người có tên trong sổ hộ khẩu hoặc sổ tạm trú.
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Hộ gia đình tham gia BHYT?,Hộ gia đình tham gia BHYT bao gồm toàn bộ người có tên trong sổ hộ khẩu hoặc sổ tạm trú.
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm những gì?,"Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả là những dịch vụ y tế thiết yếu để chăm sóc sức khỏe, phù hợp với khả năng chi trả của quỹ BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm những gì?,"Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả là những dịch vụ y tế thiết yếu để chăm sóc sức khỏe, phù hợp với khả năng chi trả của quỹ BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Nhà nước có chính sách gì đối với BHYT?,"1. Nhà nước đóng hoặc hỗ trợ tiền đóng BHYT cho người có công với cách mạng và một số nhóm đối tượng xã hội. 2. Nhà nước có chính sách ưu đãi đối với hoạt động đầu tư từ quỹ BHYT để bảo toàn và tăng trưởng quỹ. Nguồn thu của quỹ và số tiền sinh lời từ hoạt động đầu tư từ quỹ BHYT được miễn thuế. 3. Nhà nước tạo điều kiện để tổ chức, cá nhân tham gia BHYT hoặc đóng BHYT cho các nhóm đối tượng. 4. Nhà nước khuyến khích đầu tư phát triển công nghệ và phương tiện kỹ thuật tiên tiến trong quản lý BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Nhà nước có chính sách gì đối với BHYT?,"1. Nhà nước đóng hoặc hỗ trợ tiền đóng BHYT cho người có công với cách mạng và một số nhóm đối tượng xã hội. 2. Nhà nước có chính sách ưu đãi đối với hoạt động đầu tư từ quỹ BHYT để bảo toàn và tăng trưởng quỹ. Nguồn thu của quỹ và số tiền sinh lời từ hoạt động đầu tư từ quỹ BHYT được miễn thuế. 3. Nhà nước tạo điều kiện để tổ chức, cá nhân tham gia BHYT hoặc đóng BHYT cho các nhóm đối tượng. 4. Nhà nước khuyến khích đầu tư phát triển công nghệ và phương tiện kỹ thuật tiên tiến trong quản lý BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,,"Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định tại Điều 12 của Luật BHYT. Trường hợp Người lao động có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương cao nhất. Trường hợp đối tượng Người hoạt động không chuyên trách ở xã, phường, thị trấn đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo thứ tự như sau: do tổ chức BHXH đóng, do ngân sách nhà nước đóng, do đối tượng và Ủy ban nhân dân cấp xã đóng."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Một người đồng thời thuộc nhiều đối tượng tham gia BHYT thì tham gia BHYT theo đối tượng nào?,"Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định tại Điều 12 của Luật BHYT. Trường hợp Người lao động có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương cao nhất. Trường hợp đối tượng Người hoạt động không chuyên trách ở xã, phường, thị trấn đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo thứ tự như sau: do tổ chức BHXH đóng, do ngân sách nhà nước đóng, do đối tượng và Ủy ban nhân dân cấp xã đóng."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau: a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động; - Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT; - Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình ch"
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,Mức đóng của các đối tượng tham gia BHYT theo quy định của pháp luật BHYT cụ thể như thế nào?. Trách...,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau: a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động; - Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT; - Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình ch"
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,,"Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng; Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng."
Thủ tục hành chính lĩnh vực Bảo hiểm y tế,"Đối với đối tượng Thân nhân của lực lượng công nhân, viên chức Quốc phòng đang phục vụ trong Quân độ...","Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng; Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng."
Thủ tục hành chính lĩnh vực Hợp tác quốc tế,,"Ngày 29/3/2013 Bộ Y tế đã ban hành Thông tư số 09/2013/TT-BYT hướng dẫn việc tổ chức quản lý hội nghị hội thảo quốc tế về y tế tại Việt Nam. Các tổ chức/cơ quan thuộc đối tượng áp dụng tại Điều 2, Chương I của Thông tư 09 nêu trên có nhu cầu tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam xin liên hệ với Bộ Y tế (Vụ Hợp tác quốc tế) để được hướng dẫn."
